Input Direction,Encoding Algorithm,Encoding Time,Decoding Time,Points,p,Compressed Size,Compression Ratio
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport4.csv,REGER-64-DOUBLE,8894026100,100,29512,7,58085.0,0.24602280428300352
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport4.csv,REGER-64-DOUBLE,7189622200,100,29512,8,57042.0,0.24160510978584981
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport4.csv,REGER-64-DOUBLE,8539812300,0,29512,9,60855.0,0.2577553198698834
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,5069033300,100,34048,1,31354.0,0.11510955122180451
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,5889696400,100,34048,2,35113.0,0.128909921287594
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,7096344600,0,34048,3,38294.0,0.14058828712406016
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,7081136000,100,34048,4,41459.0,0.15220791235902256
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,7519221900,100,34048,5,43722.0,0.16051603618421054
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,7928682300,0,34048,6,45595.0,0.16739235784774437
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,7637454600,0,34048,7,47734.0,0.1752452420112782
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,8146223900,0,34048,8,49378.0,0.18128083881578946
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-64-DOUBLE,9890020000,100,34048,9,52286.0,0.19195694313909775
