Input Direction,Encoding Algorithm,Encoding Time,Decoding Time,Points,p,Compressed Size,Compression Ratio
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-64-DOUBLE,1471373500,0,29730,6,126828.0,0.5332492431886983
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-64-DOUBLE,1331364300,0,29730,7,135981.0,0.5717330978809284
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-64-DOUBLE,1611864000,100,29730,8,144544.0,0.6077362933064245
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-64-DOUBLE,1803461300,100,29730,9,157508.0,0.6622435250588631
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,850843700,0,29730,1,79139.0,0.3327404978136562
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,936591700,100,29730,2,91114.0,0.3830894719138917
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,1017031900,0,29730,3,100421.0,0.42222082071981165
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,1318939300,100,29730,4,113146.0,0.47572317524386143
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,1212400200,100,29730,5,122560.0,0.5153044063235789
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,1209136100,100,29730,6,131205.0,0.5516523713420787
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,1310691600,100,29730,7,139707.0,0.5873990918264379
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,1491583600,0,29730,8,147984.0,0.6221997981836529
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-64-DOUBLE,1758963100,100,29730,9,156969.0,0.6599772956609485
