1627354455,2
1627354471,2
1627354486,2
1627354502,2
1627354517,1
1627354532,2
1627354548,2
1627354563,2
1627354579,2
1627354594,2
1627354640,2
1627354748,2
1627354872,2
1627354887,2
1627354903,4
1627354934,2
1627354949,2
1627354965,2
1627354980,2
1627354996,2
1627355026,2
1627355073,4
1627355150,2
1627355196,2
1627355227,2
1627355242,2
1627355258,2
1627355319,2
1627355427,2
1627355458,2
1627355489,2
1627355551,2
1627355566,2
1627355582,2
1627355613,2
1627355628,2
1627355659,2
1627355675,2
1627355690,7
1627355716,8
1627355722,6
1627355727,1
1627355774,2
1627355789,2
1627355804,2
1627355835,2
1627355866,2
1627355913,2
1627355998,9
1627356006,5
1627356012,4
1627356019,7
1627356024,2
1627356035,7
1627356041,1
1627356051,22
1627356057,29
1627356062,0
1627356068,0
1627356100,0
1627356122,10
1627356128,2
1627356133,10
1627356144,30
1627356160,2
1627356166,2
1627356177,1
1627356182,6
1627356187,8
1627356193,6
1627356198,1
1627356204,10
1627356209,5
1627356215,2
1627356222,13
1627356243,2
1627356258,2
1627356273,2
1627356289,2
1627356310,19
1627356321,3
1627356327,0
1627356345,0
1627356349,0
1627356359,0
1627356370,2
1627356398,2
1627356408,11
1627356414,0
1627356419,24
1627356430,24
1627356446,1
1627356452,0
1627356457,2
1627356463,2
1627356468,2
1627356474,23
1627356484,31
1627356495,10
1627356507,0
1627356517,0
1627356539,30
1627356545,11
1627356550,12
1627356561,16
1627356572,23
1627356583,13
1627356594,14
1627356599,10
1627356610,0
1627356626,0
1627356642,23
1627356653,1
1627356659,1
1627356664,11
1627356669,0
1627356675,5
1627356680,3
1627356686,15
1627356702,2
1627356739,2
1627356769,2
1627356790,0
1627356796,12
1627356812,4
1627356817,8
1627356823,3
1627356828,0
1627356834,0
1627356845,2
1627356850,2
1627356856,2
1627356931,24
1627356942,26
1627356947,20
1627356974,5
1627356985,2
1627357018,14
1627357034,9
1627357050,16
1627357070,23
1627357072,19
1627357077,17
1627357094,12
1627357105,0
1627357116,0
1627357121,0
1627357137,0
1627357143,16
1627357165,0
1627357176,0
1627357192,0
1627357219,0
1627357230,16
1627357246,0
1627357251,0
1627357262,2
1627357268,12
1627357273,17
1627357284,20
1627357295,0
1627357317,9
1627357328,19
1627357333,30
1627357344,13
1627357349,3
1627357355,21
1627357360,2
1627357371,11
1627357382,4
1627357393,2
1627357399,1
1627357409,28
1627357426,21
1627357431,13
1627357437,0
1627357458,18
1627357469,11
1627357474,11
1627357491,16
1627357496,19
1627357507,16
1627357513,2
1627357523,5
1627357529,14
1627357534,15
1627357540,0
1627357561,2
1627357576,2
1627357587,12
1627357598,31
1627357604,31
1627357609,27
1627357615,0
1627357631,11
1627357636,17
1627357658,10
1627357669,0
1627357674,2
1627357680,29
1627357690,7
1627357707,25
1627357712,0
1627357718,0
1627357723,32
1627357734,0
1627357745,0
1627357756,22
1627357761,28
1627357767,30
1627357789,2
1627357800,0
1627357827,28
1627357832,24
1627357849,20
1627357854,0
1627357865,2
1627357898,22
1627357908,10
1627357936,2
1627357947,7
1627357994,9
1627358000,15
1627358397,7
1627358434,0
1627358449,6
1627358527,9
1627358538,5
1627358554,1
1627358560,4
1627358576,6
1627369234,2
1627369249,2
1627369295,2
1627369314,2
1627369341,2
1627369357,2
1627369388,2
1627369435,2
1627369496,2
1627369527,2
1627369542,2
1627369558,2
1627369589,2
1627369604,2
1627369620,2
1627369650,2
1627369697,2
1627369712,2
1627369728,2
1627369758,2
1627369774,2
1627369805,2
1627369820,2
1627369851,2
1627369882,2
1627369913,2
1627369959,2
1627369975,2
1627370021,2
1627370037,2
1627370061,9
1627370066,9
1627370072,6
1627370088,6
1627370099,7
1627370110,2
1627370132,2
1627370147,2
1627370194,2
1627370210,2
1627370240,2
1627370255,2
1627370271,9
1627370283,12
1627370289,17
1627370299,2
1627370310,2
1627370326,2
1627370357,2
1627370403,2
1627370422,8
1627370439,1
1627370466,16
1627370493,20
1627370498,20
1627370504,8
1627370514,12
1627370525,19
1627370531,16
1627370542,0
1627370547,0
1627370574,2
1627370585,2
1627370630,13
1627370646,21
1627370652,20
1627370662,22
1627370690,21
1627370695,20
1627370701,19
1627370706,22
1627370717,24
1627370722,25
1627370728,23
1627370750,32
1627370755,23
1627370761,24
1627370766,24
1627370771,25
1627370777,0
1627370788,0
1627370793,0
1627370799,0
1627370804,2
1627370810,2
1627370815,2
1627370826,12
1627370837,22
1627370842,7
1627370848,23
1627370880,29
1627370886,5
1627370896,17
1627370902,19
1627370946,15
1627370951,24
1627370962,25
1627370989,0
1627371000,22
1627371005,22
1627371016,23
1627371044,22
1627371049,17
1627371054,20
1627371060,0
1627371065,27
1627371071,0
1627371082,27
1627371098,1
1627371103,0
1627371131,0
1627371136,0
1627371142,0
1627371147,15
1627371153,22
1627371180,26
1627371185,19
1627371196,0
1627371202,0
1627371207,0
1627371229,44
1627371234,18
1627371240,24
1627371245,0
1627371256,0
1627371313,2
1627371334,16
1627371339,20
1627371350,31
1627371361,37
1627371372,34
1627371388,30
1627371394,33
1627371399,35
1627371410,34
1627371421,34
1627371426,34
1627371432,28
1627371437,29
1627371448,29
1627371464,30
1627371470,24
1627371475,16
1627371486,25
1627371492,27
1627371519,17
1627371541,4
1627371546,30
1627371552,31
1627371557,13
1627371573,0
1627371595,0
1627371617,0
1627371628,0
1627371633,37
1627371661,25
1627371672,27
1627371683,2
1627371688,0
1627371694,0
1627371704,2
1627371715,32
1627371721,25
1627371726,1
1627371748,0
1627371759,34
1627371770,34
1627371786,0
1627371802,20
1627371808,23
1627371813,0
1627371819,0
1627371830,14
1627371841,10
1627371851,0
1627371857,0
1627371873,2
1627371879,2
1627371889,2
1627371908,24
1627371913,21
1627371919,23
1627371924,0
1627371962,24
1627371973,24
1627371978,14
1627371984,19
1627372000,0
1627372011,0
1627372016,0
1627372022,2
1627372033,3
1627372044,30
1627372049,23
1627372060,5
1627372076,2
1627372081,2
1627372090,2
1627372100,12
1627372105,0
1627372111,2
1627372124,12
1627372130,12
1627372141,5
1627372177,2
1627372192,2
1627372254,2
1627372301,2
1627372331,2
1627372347,2
1627372378,2
1627372409,2
1627372440,2
1627372532,2
1627372548,2
1627372579,2
1627372610,2
1627372625,2
1627372671,1
1627372687,2
1627372702,2
1627372748,2
1627372841,2
1627372949,2
1627372995,2
1627373026,2
1627373042,2
1627373073,2
1627373119,2
1627373134,2
1627373165,2
1627373196,2
1627373227,2
1627373242,2
1627373258,2
1627373273,1
1627373289,2
1627373304,2
1627373320,2
1627373351,2
1627373381,2
1627373397,2
1627373413,2
1627373443,2
1627373492,0
1627373497,2
1627373503,2
1627373518,2
1627373531,2
1627373547,9
1627373562,2
1627373593,2
1627373608,2
1627373639,2
1627373701,2
1627373763,2
1627373794,2
1627373809,2
1627373840,2
1627373871,2
1627373887,2
1627373902,2
1627373933,3
1627373964,2
1627373979,3
1627374041,2
1627374071,3
1627374102,3
1627374149,3
1627374164,2
1627374179,3
1627374195,2
1627374241,2
1627374257,2
1627374272,2
1627374334,1
1627374349,2
1627374396,2
1627374411,1
1627374457,2
1627374504,4
1627374565,2
1627374596,2
1627374611,2
1627374658,2
1627374673,2
1627374688,2
1627374704,2
1627374719,2
1627374750,3
1627374796,2
1627374827,2
1627374858,1
1627374935,5
