Input Direction,Encoding Algorithm,Encoding Time,Decoding Time,Points,p,Compressed Size,Compression Ratio
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport4.csv,REGER-32-FLOAT,7183023500,0,29512,7,54437.0,0.23057146245595012
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport4.csv,REGER-32-FLOAT,10155418500,0,29512,8,52938.0,0.22422235023041476
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport4.csv,REGER-32-FLOAT,13132515400,0,29512,9,56295.0,0.2384411425860667
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,8486170200,0,34048,1,30282.0,0.11117393092105263
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,7827726500,100,34048,2,33505.0,0.12300649083646617
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,10783743700,100,34048,3,36150.0,0.1327170465225564
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,11584896200,0,34048,4,38819.0,0.14251571311090225
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,9961577200,100,34048,5,40554.0,0.14888539708646617
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,10076515900,0,34048,6,41899.0,0.15382327890037595
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,10706399800,0,34048,7,43510.0,0.15973772321428573
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,9518102000,100,34048,8,44626.0,0.16383488016917294
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Transport\syndata_transport6.csv,REGER-32-FLOAT,10694196400,0,34048,9,47006.0,0.17257254464285715
