Input Direction,Encoding Algorithm,Encoding Time,Decoding Time,Points,p,Compressed Size,Compression Ratio
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,685093700,100,3395,1,11484.0,0.4228276877761414
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,924245400,100,3395,2,11635.0,0.42838733431516934
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,1042025400,0,3395,3,11769.0,0.43332106038291607
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,1398691900,0,3395,4,11973.0,0.4408321060382916
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,1624213000,100,3395,5,12147.0,0.44723858615611195
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,1479051500,100,3395,6,12251.0,0.4510677466863034
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,1196998100,100,3395,7,12311.0,0.45327687776141384
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,1346557700,100,3395,8,12482.0,0.4595729013254786
E:\encoding-reorder-my\reorder\iotdb_test_small\Vehicle-Charge\electric_vehicle_charging.csv,REGER-32-FLOAT,1594441500,0,3395,9,12566.0,0.4626656848306333
