Input Direction,Encoding Algorithm,Encoding Time,Decoding Time,Points,p,Compressed Size,Compression Ratio
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-FLOAT,1987107200,0,29730,6,103071.0,0.4333627648839556
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-FLOAT,2134601000,100,29730,7,109165.0,0.45898503195425494
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-FLOAT,2413477400,100,29730,8,119440.0,0.5021863437605113
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-FLOAT,2832359400,100,29730,9,124868.0,0.5250084090144636
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,1158273400,100,29730,1,71811.0,0.3019298688193744
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,1300943100,100,29730,2,80290.0,0.3375798856374033
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,1590925200,100,29730,3,86213.0,0.362483181971073
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,1781344700,100,29730,4,95663.0,0.40221577531113356
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,1715599600,100,29730,5,101903.0,0.4284519004372688
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,1729548600,100,29730,6,107553.0,0.45220736629667
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,1743475700,0,29730,7,112945.0,0.4748780692902792
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,2198901700,100,29730,8,118563.0,0.4984989909182644
E:\encoding-reorder-my\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-FLOAT,2685219600,0,29730,9,124379.0,0.5229524049781366
