order,value
1112,51
1113,40
1114,37
1115,12
1116,46
1117,55
1118,64
1119,83
1120,81
1121,64
1122,74
1123,64
1124,68
1125,68
1126,72
1127,66
1128,68
1129,49
1130,62
1131,68
1132,74
1133,53
1134,61
1135,75
1136,49
1137,79
1138,83
1139,70
1140,46
1141,40
1142,0
1143,0
1144,1
1145,0
1146,7
1147,22
1148,55
1149,55
1150,57
1151,0
1152,0
1153,3
1154,16
1155,22
1156,0
1157,24
1158,49
1159,61
1160,42
1161,68
1162,53
1163,62
1164,66
1165,72
1166,46
1167,66
1168,53
1169,53
1170,48
1171,37
1172,42
1173,53
1174,51
1175,38
1176,38
1177,57
1178,40
1179,46
1180,48
1181,57
1182,44
1183,53
1184,53
1185,59
1186,61
1187,42
1188,51
1189,35
1190,35
1191,38
1192,44
1193,33
1194,55
1195,68
1196,55
1197,68
1198,37
1199,68
1200,70
1201,35
1202,68
1203,44
1204,75
1205,77
1206,83
1207,64
1208,62
1209,66
1210,75
1211,25
1212,0
1213,29
1214,64
1215,66
1216,62
1217,42
1218,35
1219,74
1220,49
1221,66
1222,22
1223,38
1224,16
1225,33
1226,16
1227,33
1228,49
1229,66
1230,55
1231,37
1232,16
1233,48
1234,38
1235,49
1236,48
1237,40
1238,16
1239,49
1240,57
1241,61
1242,55
1243,51
1244,57
1245,64
1246,75
1247,72
1248,62
1249,7
1250,40
1251,51
1252,46
1253,25
1254,29
1255,0
1256,0
1257,0
1258,0
1259,0
1260,38
1261,51
1262,55
1263,51
1264,37
1265,27
1266,33
1267,22
1268,7
1269,5
1270,0
1271,0
1272,0
1273,12
1274,0
1275,0
1276,0
1277,1
1278,0
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,3
1314,3
1315,0
1316,0
1317,3
1318,0
1319,0
1320,0
1321,7
1322,0
1323,3
1324,1
1325,0
1326,0
1327,5
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,1
1339,3
1340,0
1341,1
1342,1
1343,1
1344,3
1345,1
1346,5
1347,1
1348,5
1349,0
1350,0
1351,40
1352,29
1353,44
1354,11
1355,3
1356,31
1357,40
1358,55
1359,46
1360,9
1361,0
1362,0
1363,0
1364,14
1365,31
1366,51
1367,44
1368,46
1369,31
1370,37
1371,44
1372,57
1373,62
1374,55
1375,61
1376,61
1377,53
1378,53
1379,57
1380,46
1381,42
1382,55
1383,57
1384,42
1385,29
1386,51
1387,51
1388,59
1389,77
1390,33
1391,29
1392,7
1393,49
1394,12
1395,59
1396,62
1397,61
1398,57
1399,40
1400,46
1401,49
1402,62
1403,49
1404,12
1405,64
1406,64
1407,64
1408,55
1409,72
1410,70
1411,68
1412,74
1413,12
1414,61
1415,3
1416,49
1417,72
1418,70
1419,0
1420,62
1421,59
1422,68
1423,57
1424,46
1425,38
1426,18
1427,9
1428,14
1429,44
1430,59
1431,5
1432,0
1433,0
1434,5
1435,5
1436,5
1437,5
1438,59
1439,64
1440,66
1441,57
1442,0
1443,0
1444,5
1445,0
1446,0
1447,29
1448,49
1449,59
1450,62
1451,66
1452,55
1453,5
1454,53
1455,61
1456,64
1457,61
1458,61
1459,68
1460,31
1461,66
1462,51
1463,49
1464,59
1465,38
1466,7
1467,44
1468,48
1469,24
1470,22
1471,37
1472,40
1473,35
1474,9
1475,5
1476,42
1477,66
1478,74
1479,77
1480,74
1481,77
1482,77
1483,75
1484,77
1485,70
1486,70
1487,75
1488,79
1489,79
1490,74
1491,85
1492,68
1493,61
1494,74
1495,81
1496,79
1497,72
1498,94
1499,85
1500,61
1501,70
1502,64
1503,0
1504,5
1505,1
1506,3
1507,1
1508,1
1509,9
1510,16
1511,49
1512,51
1513,14
1514,61
1515,62
1516,75
1517,0
1518,0
1519,0
1520,33
1521,55
1522,0
1523,44
1524,40
1525,48
1526,37
1527,62
1528,61
1529,40
1530,42
1531,48
1532,53
1533,14
1534,12
1535,11
1536,14
1537,11
1538,33
1539,0
1540,16
1541,16
1542,16
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,1
1567,5
1568,0
1569,0
1570,0
1571,1
1572,7
1573,7
1574,0
1575,12
1576,11
1577,9
1578,14
1579,14
1580,9
1581,11
1582,11
1583,31
1584,55
1585,20
1586,22
1587,40
1588,38
1589,40
1590,29
1591,37
1592,37
1593,35
1594,0
1595,16
1596,35
1597,37
1598,29
1599,25
1600,16
1601,29
1602,1
1603,7
1604,9
1605,20
1606,38
1607,42
1608,31
1609,29
1610,7
1611,7
1612,16
1613,29
1614,29
1615,25
1616,0
1617,0
1618,0
1619,11
1620,14
1621,37
1622,38
1623,24
1624,42
1625,40
1626,48
1627,42
1628,20
1629,42
1630,48
1631,49
1632,51
1633,49
1634,51
1635,14
1636,42
1637,51
1638,42
1639,51
1640,49
1641,49
1642,40
1643,18
1644,31
1645,44
1646,16
1647,44
1648,46
1649,48
1650,66
1651,44
1652,29
1653,44
1654,44
1655,44
1656,49
1657,42
1658,33
1659,31
1660,22
1661,14
1662,14
1663,18
1664,27
1665,42
1666,42
1667,33
1668,31
1669,51
1670,35
1671,38
1672,37
1673,59
1674,46
1675,18
1676,0
1677,0
1678,25
1679,49
1680,57
1681,55
1682,20
1683,12
1684,29
1685,29
1686,37
1687,5
1688,20
1689,33
1690,46
1691,37
1692,31
1693,46
1694,59
1695,57
1696,16
1697,33
1698,59
1699,44
1700,37
1701,38
1702,25
1703,35
1704,27
1705,29
1706,0
1707,0
1708,0
1709,29
1710,48
1711,44
1712,38
1713,44
1714,48
1715,53
1716,53
1717,55
1718,44
1719,55
1720,57
1721,53
1722,44
1723,48
1724,12
1725,40
1726,33
1727,38
1728,0
1729,3
1730,37
1731,51
1732,40
1733,37
1734,22
1735,35
1736,25
1737,24
1738,42
1739,46
1740,59
1741,62
1742,7
1743,49
1744,68
1745,64
1746,64
1747,62
1748,62
1749,61
1750,53
1751,72
1752,70
1753,61
1754,55
1755,27
1756,48
1757,46
1758,0
1759,38
1760,25
1761,37
1762,29
1763,27
1764,62
1765,55
1766,12
1767,42
1768,53
1769,48
1770,38
1771,35
1772,46
1773,51
1774,49
1775,61
1776,66
1777,72
1778,61
1779,64
1780,51
1781,66
1782,61
1783,62
1784,57
1785,59
1786,48
1787,53
1788,0
1789,27
1790,18
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,7
1799,1
1800,1
1801,1
1802,0
1803,1
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,1
1811,1
1812,0
1813,1
1814,1
1815,0
1816,0
1817,1
1818,0
1819,7
1820,0
1821,7
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,48
1832,9
1833,42
1834,51
1835,51
1836,51
1837,59
1838,81
1839,70
1840,72
1841,66
1842,66
1843,70
1844,74
1845,74
1846,74
1847,70
1848,70
1849,70
1850,68
1851,68
1852,3
1853,35
1854,70
1855,70
1856,35
1857,40
1858,14
1859,37
1860,49
1861,53
1862,48
1863,74
1864,74
1865,53
1866,72
1867,74
1868,64
1869,64
1870,64
1871,64
1872,25
1873,53
1874,61
1875,49
1876,42
1877,3
1878,7
1879,31
1880,0
1881,25
1882,18
1883,35
1884,48
1885,59
1886,55
1887,59
1888,64
1889,48
1890,0
1891,61
1892,74
1893,37
1894,79
1895,70
1896,75
1897,66
1898,48
1899,57
1900,51
1901,29
1902,46
1903,0
1904,0
1905,22
1906,38
1907,27
1908,49
1909,42
1910,55
1911,14
1912,55
1913,62
1914,62
1915,64
1916,57
1917,14
1918,7
1919,40
1920,25
1921,51
1922,27
1923,25
1924,48
1925,38
1926,38
1927,42
1928,38
1929,37
1930,53
1931,35
1932,44
1933,40
1934,53
1935,49
1936,57
1937,44
1938,49
1939,51
1940,40
1941,35
1942,44
1943,55
1944,57
1945,46
1946,55
1947,51
1948,61
1949,53
1950,44
1951,22
1952,0
1953,0
1954,31
1955,31
1956,48
1957,57
1958,37
1959,49
1960,55
1961,57
1962,57
1963,0
1964,44
1965,25
1966,27
1967,5
1968,0
1969,9
1970,0
1971,0
1972,1
1973,1
1974,1
1975,1
1976,0
1977,0
1978,7
1979,7
1980,7
1981,0
1982,1
1983,5
1984,7
1985,7
1986,0
1987,0
1988,1
1989,0
1990,3
1991,0
1992,0
1993,1
1994,0
1995,3
1996,0
1997,0
1998,0
1999,0
2000,3
2001,5
2002,7
2003,0
2004,5
2005,18
2006,0
2007,12
2008,9
2009,27
2010,35
2011,27
2012,25
2013,55
2014,48
2015,0
2016,0
2017,0
2018,0
2019,0
2020,24
2021,48
2022,44
2023,0
2024,31
2025,38
2026,29
2027,33
2028,25
2029,38
2030,42
2031,24
2032,38
2033,42
2034,46
2035,48
2036,38
2037,42
2038,38
2039,24
2040,29
2041,16
2042,18
2043,49
2044,49
2045,20
2046,31
2047,14
2048,35
2049,11
2050,11
2051,22
2052,33
2053,31
2054,49
2055,46
2056,33
2057,59
2058,70
2059,59
2060,16
2061,11
2062,40
2063,31
2064,38
2065,7
2066,7
2067,25
2068,42
2069,37
2070,35
2071,42
2072,70
2073,53
2074,33
2075,0
2076,0
2077,16
2078,64
2079,46
2080,35
2081,37
2082,33
2083,29
2084,29
2085,20
2086,35
2087,40
2088,37
2089,37
2090,0
2091,0
2092,42
2093,44
2094,57
2095,57
2096,49
2097,46
2098,48
2099,51
2100,40
2101,40
2102,38
2103,38
2104,42
2105,27
2106,27
2107,14
2108,62
2109,51
2110,12
2111,31
2112,46
2113,25
2114,51
2115,42
2116,53
2117,49
2118,48
2119,57
2120,64
2121,61
2122,77
2123,62
2124,61
2125,66
2126,66
2127,33
2128,0
2129,42
2130,0
2131,24
2132,40
2133,24
2134,14
2135,0
2136,33
2137,0
2138,53
2139,64
2140,64
2141,3
2142,48
2143,51
2144,57
2145,51
2146,49
2147,53
2148,49
2149,20
2150,31
2151,37
2152,57
2153,18
2154,0
2155,18
2156,59
2157,55
2158,64
2159,72
2160,75
2161,66
2162,61
2163,51
2164,37
2165,35
2166,18
2167,35
2168,49
2169,16
2170,0
2171,0
2172,0
2173,18
2174,42
2175,46
2176,33
2177,24
2178,11
2179,38
2180,9
2181,7
2182,0
2183,0
2184,1
2185,0
2186,0
2187,14
2188,20
2189,12
2190,11
2191,1
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,0
2221,0
2222,0
2223,3
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,1
2238,0
2239,0
2240,0
2241,0
2242,1
2243,1
2244,0
2245,0
2246,0
2247,0
2248,3
2249,3
2250,3
2251,12
2252,9
2253,12
2254,18
2255,1
2256,3
2257,3
2258,5
2259,0
2260,0
2261,0
2262,16
2263,29
2264,11
2265,16
2266,25
2267,53
2268,0
2269,0
2270,37
2271,46
2272,35
2273,57
2274,62
2275,57
2276,66
2277,72
2278,74
2279,61
2280,48
2281,53
2282,59
2283,61
2284,79
2285,57
2286,42
2287,62
2288,66
2289,68
2290,66
2291,72
2292,68
2293,5
2294,46
2295,53
2296,66
2297,31
2298,49
2299,22
2300,0
2301,16
2302,3
2303,11
2304,20
2305,0
2306,9
2307,42
2308,40
2309,55
2310,49
2311,83
2312,59
2313,85
2314,61
2315,57
2316,48
2317,70
2318,51
2319,48
2320,68
2321,14
2322,59
2323,35
2324,33
2325,7
2326,5
2327,1
2328,9
2329,5
2330,27
2331,7
2332,25
2333,46
2334,61
2335,49
2336,40
2337,12
2338,38
2339,33
2340,64
2341,70
2342,64
2343,77
2344,72
2345,68
2346,68
2347,53
2348,55
2349,49
2350,53
2351,35
2352,25
2353,37
2354,66
2355,70
2356,33
2357,61
2358,68
2359,53
2360,66
2361,57
2362,14
2363,0
2364,5
2365,5
2366,38
2367,35
2368,51
2369,20
2370,40
2371,49
2372,48
2373,38
2374,24
2375,53
2376,51
2377,31
2378,35
2379,48
2380,44
2381,48
2382,51
2383,38
2384,46
2385,42
2386,35
2387,37
2388,44
2389,48
2390,44
2391,42
2392,35
2393,22
2394,48
2395,48
2396,20
2397,31
2398,42
2399,37
2400,48
2401,0
2402,5
2403,0
2404,0
2405,5
2406,0
2407,35
2408,64
2409,40
2410,14
2411,7
2412,7
2413,0
2414,0
2415,1
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,0
2424,16
2425,79
2426,33
2427,0
2428,7
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,1
2452,0
2453,22
2454,29
2455,18
2456,25
2457,0
2458,0
2459,0
2460,12
2461,5
2462,3
2463,0
2464,0
2465,0
2466,3
2467,0
2468,0
2469,1
2470,5
2471,7
2472,0
2473,0
2474,0
2475,0
2476,5
2477,0
2478,12
2479,7
2480,5
2481,14
2482,22
2483,31
2484,0
2485,7
2486,0
2487,1
2488,0
2489,0
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,1
2502,0
2503,35
2504,59
2505,44
2506,51
2507,44
2508,16
2509,24
2510,49
2511,29
2512,40
2513,27
2514,11
2515,59
2516,37
2517,49
2518,48
2519,53
2520,25
2521,46
2522,27
2523,11
2524,12
2525,12
2526,14
2527,11
2528,9
2529,16
2530,20
2531,44
2532,46
2533,33
2534,35
2535,40
2536,29
2537,27
2538,16
2539,37
2540,40
2541,40
2542,40
2543,55
2544,64
2545,37
2546,22
2547,37
2548,22
2549,38
2550,44
2551,0
2552,1
2553,24
2554,18
2555,0
2556,40
2557,38
2558,29
2559,48
2560,75
2561,74
2562,25
2563,22
2564,66
2565,25
2566,48
2567,5
2568,7
2569,12
2570,9
2571,29
2572,31
2573,25
2574,40
2575,40
2576,29
2577,35
2578,33
2579,33
2580,33
2581,37
2582,35
2583,35
2584,40
2585,35
2586,42
2587,16
2588,25
2589,42
2590,40
2591,40
2592,25
2593,12
2594,31
2595,48
2596,35
2597,37
2598,29
2599,35
2600,37
2601,33
2602,0
2603,0
2604,0
2605,5
2606,3
2607,12
2608,11
2609,20
2610,16
2611,0
2612,18
2613,18
2614,0
2615,12
2616,27
2617,22
2618,12
2619,27
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,7
2627,46
2628,46
2629,49
2630,25
2631,38
2632,40
2633,48
2634,53
2635,49
2636,49
2637,62
2638,62
2639,53
2640,57
2641,44
2642,57
2643,40
2644,40
2645,31
2646,0
2647,35
2648,37
2649,0
2650,35
2651,25
2652,18
2653,29
2654,53
2655,61
2656,38
2657,5
2658,37
2659,48
2660,37
2661,49
2662,51
2663,49
2664,55
2665,38
2666,16
2667,16
2668,7
2669,0
2670,0
2671,0
2672,18
2673,48
2674,48
2675,51
2676,53
2677,57
2678,48
2679,51
2680,51
2681,48
2682,53
2683,53
2684,55
2685,51
2686,44
2687,49
2688,46
2689,38
2690,0
2691,0
2692,9
2693,33
2694,31
2695,40
2696,51
2697,20
2698,9
2699,35
2700,5
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,0
2710,0
2711,5
2712,18
2713,18
2714,9
2715,3
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,0
2771,0
2772,0
2773,0
2774,3
2775,0
2776,0
2777,0
2778,1
2779,0
2780,0
2781,0
2782,1
2783,1
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,1
2793,1
2794,0
2795,5
2796,5
2797,0
2798,0
2799,0
2800,0
2801,1
2802,0
2803,18
2804,12
2805,59
2806,46
2807,64
2808,64
2809,64
2810,70
2811,77
2812,74
2813,70
2814,72
2815,74
2816,77
2817,57
2818,46
2819,64
2820,70
2821,62
2822,61
2823,51
2824,14
2825,44
2826,62
2827,61
2828,29
2829,3
2830,31
2831,0
2832,35
2833,33
2834,48
2835,38
2836,64
2837,64
2838,77
2839,72
2840,62
2841,53
2842,70
2843,68
2844,68
2845,44
2846,46
2847,64
2848,59
2849,55
