Input Direction,Encoding Algorithm,Encoding Time,Decoding Time,Points,p,Compressed Size,Compression Ratio
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,341001500,100,29730,2,80604.0,0.3389001009081736
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,351899000,100,29730,3,84013.0,0.35323326606121763
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,438693000,100,29730,4,102023.0,0.42895644130507904
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,427178100,100,29730,5,107830.0,0.45337201479986544
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,474082500,100,29730,6,113400.0,0.47679112008072655
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,509805200,0,29730,7,118701.0,0.49907921291624624
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,535972900,0,29730,8,123537.0,0.519412209889001
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,REGER-32-INT,615693300,100,29730,9,128517.0,0.5403506559031281
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,297536600,0,29730,1,82755.0,0.34794399596367304
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,324323700,0,29730,2,88072.0,0.3702993609149008
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,361262900,100,29730,3,88731.0,0.37307013118062565
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,383935200,100,29730,4,101390.0,0.42629498822737977
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,410800800,100,29730,5,106588.0,0.4481500168180289
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,395046700,0,29730,6,112365.0,0.47243945509586277
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,450304400,100,29730,7,118015.0,0.496194920955264
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,467076000,0,29730,8,123173.0,0.5178817692566431
C:\Users\xiaoj\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,REGER-32-INT,519238500,100,29730,9,128949.0,0.5421670030272452
