Input Direction,Column Index,Encoding Algorithm,Compress Algorithm,Encoding Time,Decoding Time,Points,Compressed Size,Compression Ratio
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel2.csv,1,RAKE,UNCOMPRESSED,25144700,4700,29730,59293.0,0.4985956945845947
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel2.csv,1,CHIMP,UNCOMPRESSED,1248100,692201,29730,31261.0,0.262874201143626
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel2.csv,1,BUFF,UNCOMPRESSED,2439500,936899,29730,18598.0,0.1563908509922637
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,PLAIN,UNCOMPRESSED,3116600,386700,29730,118920.0,1.0
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,TS_2DIFF,UNCOMPRESSED,933000,862599,29730,44523.0,0.37439455095862767
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,RLE,UNCOMPRESSED,1942099,958600,29730,115349.0,0.969971409350824
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,SPRINTZ,UNCOMPRESSED,6085400,537200,29730,45828.0,0.38536831483350154
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,GORILLA,UNCOMPRESSED,1863899,877400,29730,68939.0,0.5797090480995627
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,RLBE,UNCOMPRESSED,27683900,1186000,29730,26256.0,0.22078708375378406
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,RAKE,UNCOMPRESSED,21914600,3099,29730,205075.0,1.7244786411032627
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,CHIMP,UNCOMPRESSED,1854901,880399,29730,45267.0,0.38065085771947527
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,0,BUFF,UNCOMPRESSED,8879400,1938701,29730,85490.0,0.718886646485032
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,PLAIN,UNCOMPRESSED,2949201,228900,29730,118920.0,1.0
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,TS_2DIFF,UNCOMPRESSED,478900,378100,29730,34603.0,0.2909771274806593
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,RLE,UNCOMPRESSED,1622200,695099,29730,26016.0,0.21876892028254288
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,SPRINTZ,UNCOMPRESSED,5596600,992600,29730,30184.0,0.2538176925664312
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,GORILLA,UNCOMPRESSED,896800,619200,29730,29174.0,0.2453245879582913
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,RLBE,UNCOMPRESSED,177778701,4732400,29730,74728.0,0.6283888328287924
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,RAKE,UNCOMPRESSED,32712999,5300,29730,55924.0,0.47026572485704676
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,CHIMP,UNCOMPRESSED,2396600,1176900,29730,35032.0,0.29458459468550285
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel3.csv,1,BUFF,UNCOMPRESSED,2843600,994900,29730,29746.0,0.25013454423141607
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,PLAIN,UNCOMPRESSED,2939200,469400,29730,118920.0,1.0
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,TS_2DIFF,UNCOMPRESSED,943400,954499,29730,44523.0,0.37439455095862767
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,RLE,UNCOMPRESSED,1714000,775700,29730,115349.0,0.969971409350824
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,SPRINTZ,UNCOMPRESSED,6244599,937400,29730,45828.0,0.38536831483350154
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,GORILLA,UNCOMPRESSED,2444800,1196800,29730,68939.0,0.5797090480995627
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,RLBE,UNCOMPRESSED,22756500,1497800,29730,26256.0,0.22078708375378406
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,RAKE,UNCOMPRESSED,19292200,2299,29730,205075.0,1.7244786411032627
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,CHIMP,UNCOMPRESSED,2100100,1625900,29730,45267.0,0.38065085771947527
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,0,BUFF,UNCOMPRESSED,7304799,2365000,29730,85490.0,0.718886646485032
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,PLAIN,UNCOMPRESSED,2462701,222801,29730,118920.0,1.0
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,TS_2DIFF,UNCOMPRESSED,518399,413000,29730,43698.0,0.3674571140262361
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,RLE,UNCOMPRESSED,970600,356100,29730,35798.0,0.3010258997645476
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,SPRINTZ,UNCOMPRESSED,5932600,1182700,29730,39228.0,0.32986881937436935
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,GORILLA,UNCOMPRESSED,1166000,469900,29730,39877.0,0.335326269761184
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,RLBE,UNCOMPRESSED,161914100,2302099,29730,80748.0,0.6790110998990918
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,RAKE,UNCOMPRESSED,23366700,3100,29730,78037.0,0.6562142616885301
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,CHIMP,UNCOMPRESSED,1525800,2366700,29730,42395.0,0.3565001681802893
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\TY-Fuel\syndata_fuel4.csv,1,BUFF,UNCOMPRESSED,3908100,763500,29730,40895.0,0.343886646485032
