Input Direction,Column Index,Encoding Algorithm,Compress Algorithm,Encoding Time,Decoding Time,Points,Compressed Size,Compression Ratio
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks3.csv,1,RAKE,UNCOMPRESSED,3194900,7000,3710,10199.0,0.6872641509433962
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks3.csv,1,CHIMP,UNCOMPRESSED,211399,109100,3710,4469.0,0.3011455525606469
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks3.csv,1,BUFF,UNCOMPRESSED,433299,99300,3710,5118.0,0.3448787061994609
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,PLAIN,UNCOMPRESSED,396600,37500,3710,14840.0,1.0
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,TS_2DIFF,UNCOMPRESSED,115399,80300,3710,8907.0,0.6002021563342318
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,RLE,UNCOMPRESSED,160200,86499,3710,14403.0,0.9705525606469003
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,SPRINTZ,UNCOMPRESSED,788200,106900,3710,10414.0,0.7017520215633423
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,GORILLA,UNCOMPRESSED,306900,81299,3710,10764.0,0.7253369272237197
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,RLBE,UNCOMPRESSED,15018499,242200,3710,9836.0,0.6628032345013477
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,RAKE,UNCOMPRESSED,2169200,2299,3710,20600.0,1.3881401617250675
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,CHIMP,UNCOMPRESSED,433399,147101,3710,13634.0,0.918733153638814
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,0,BUFF,UNCOMPRESSED,913400,185400,3710,13465.0,0.907345013477089
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,PLAIN,UNCOMPRESSED,400600,34000,3710,14840.0,1.0
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,TS_2DIFF,UNCOMPRESSED,67500,56401,3710,3109.0,0.2095013477088949
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,RLE,UNCOMPRESSED,148499,57700,3710,4659.0,0.3139487870619946
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,SPRINTZ,UNCOMPRESSED,909301,124800,3710,3140.0,0.21159029649595687
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,GORILLA,UNCOMPRESSED,171900,85000,3710,4500.0,0.3032345013477089
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,RLBE,UNCOMPRESSED,18225100,298301,3710,9914.0,0.6680592991913746
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,RAKE,UNCOMPRESSED,2672900,2201,3710,9985.0,0.6728436657681941
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,CHIMP,UNCOMPRESSED,239600,106401,3710,4344.0,0.292722371967655
C:\Users\Jinnsjao Shawl\Documents\GitHub\encoding-reorder\reorder\iotdb_test_small\Nifty-Stocks\syndata_stocks4.csv,1,BUFF,UNCOMPRESSED,356601,111200,3710,4654.0,0.31361185983827494
